"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText"
"UPSC_2017_GS1_Q8","2017","Polity","mcq_standard","","medium","static","medium","static","","","","conceptual","","Concept of Rights","State vs Citizen Rights","","8.  Which one of the following statements is correct ?  (a) Rights are claims of the State against the citizens. (b) Rights are privileges which are incorporated in the Constitution of a State. (c) Rights are claims of the citizens against the State. (d) Rights are privileges of a few citizens against the many."
"UPSC_2017_GS1_Q9","2017","Economy","mcq_standard","","medium","dynamic","medium","dynamic","","","","factual","","Global Indices","Global Gender Gap Index; World Economic Forum","","9.  Which of the following gives 'Global Gender Gap Index' ranking to the countries of the world ?  (a) World Economic Forum (b) UN Human Rights Council (c) UN Women (d) World Health Organization"
"UPSC_2017_GS1_Q10","2017","Science & Technology","statement_correct","","medium","dynamic","medium","dynamic","","","","factual","","Innovation Programs","Smart India Hackathon; Digital Innovation","","10.  Which of the following statements is/are correct regarding Smart India Hackathon 2017 ?  It is a centrally sponsored scheme for developing every city of our country into Smart Cities in a decade.  It is an initiative to identify new digital technology innovations for solving the many problems faced by our country.  It is a programme aimed at making all the financial transactions in our country completely digital in a decade.  Select the correct answer using the code given below : (a) 1 and 3 only (b) 2 only (c) 3 only (d) 2 and 3 only"
"UPSC_2017_GS1_Q12","2017","Culture","statement_correct","","medium","static","medium","static","","","","factual","","Traditional Performing Arts","Manipuri Sankirtana; Krishna Bhakti","","12.  With reference to Manipuri Sankirtana, consider the following statements :  It is a song and dance performance.  Cymbals are the only musical instruments used in the performance.  It is performed to narrate the life and deeds of Lord Krishna.  Which of the statements given above is/are correct ? (a) 1, 2 and 3 (b) 1 and 3 only (c) 2 and 3 only (d) 1 only"
"UPSC_2017_GS1_Q14","2017","Environment","statement_correct","","medium","static","medium","static","","","","conceptual","","Bioremediation","Biodegradation; Genetic Engineering","","14.  In the context of solving pollution problems, what is/are the advantage/advantages of bioremediation technique ?  It is a technique for cleaning up pollution by enhancing the same biodegradation process that occurs in nature.  Any contaminant with heavy metals such as cadmium and lead can be readily and completely treated by bioremediation using microorganisms.  Genetic engineering can be used to create microorganisms specifically designed for bioremediation.  Select the correct answer using the code given below : (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
"UPSC_2017_GS1_Q15","2017","History","mcq_standard","","medium","static","medium","static","","","","factual","","Industrial Relations Legislation","Trade Disputes Act 1929; Strikes","","15.  The Trade Disputes Act of 1929 provided for  (a) the participation of workers in the management of industries. (b) arbitrary powers to the management to quell industrial disputes. (c) an intervention by the British Court in the event of a trade dispute. (d) a system of tribunals and a ban on strikes."
"UPSC_2017_GS1_Q16","2017","Polity","mcq_standard","","medium","static","medium","static","","","","conceptual","","Democratic Decentralization","Local Self-Government","","16.  Local self-government can be best explained as an exercise in  (a) Federalism (b) Democratic decentralisation (c) Administrative delegation (d) Direct democracy"
"UPSC_2017_GS1_Q17","2017","Polity","statement_correct","","medium","static","medium","static","","","","conceptual","","Directive Principles (Nature)","Legislative vs Executive Functions","","17.  Consider the following statements :  With reference to the Constitution of India, the Directive Principles of State Policy constitute limitations upon  legislative function.  executive function.  Which of the above statements is/are correct ? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
"UPSC_2017_GS1_Q18","2017","Economy","mcq_standard","","medium","dynamic","medium","dynamic","","","","factual","","Digital Single Market Strategy","European Union","","18.  The term 'Digital Single Market Strategy' seen in the news refers to  (a) ASEAN (b) BRICS (c) EU (d) G20"
"UPSC_2017_GS1_Q19","2017","Geography","mcq_standard","","medium","static","medium","static","","","","factual","","Tidal Phenomena","Chandipur; Tides","","19.  At one of the places in India, if you stand on the seashore and watch the sea, you will find that the sea water recedes from the shore line a few kilometres and comes back to the shore twice a day, and you can actually walk on the sea floor when the water recedes. This unique phenomenon is seen at  (a) Bhavnagar (b) Bheemunipatnam (c) Chandipur (d) Nagapattinam"
"UPSC_2017_GS1_Q20","2017","Polity","statement_correct","","medium","dynamic","medium","dynamic","","","","factual","","Benami Property Law","PBPT Act; Confiscation","","20.  With reference to the 'Prohibition of Benami Property Transactions Act, 1988 (PBPT Act)', consider the following statements :  A property transaction is not treated as a benami transaction if the owner of the property is not aware of the transaction.  Properties held benami are liable for confiscation by the Government.  The Act provides for three authorities for investigations but does not provide for any appellate mechanism.  Which of the statements given above is/are correct ? (a) 1 only (b) 2 only (c) 1 and 3 only (d) 2 and 3 only"
"UPSC_2017_GS1_Q22","2017","Environment","statement_correct","","medium","dynamic","medium","dynamic","","","","conceptual","","Algal Biofuels","Biofuel Technology; Ecological Concerns","","22.  It is possible to produce algae based biofuels, but what is/are the likely limitations of developing countries in promoting this industry ?  Production of algae based biofuels is possible in seas only and not on continents.  Setting up and engineering the algae based biofuel production requires high level of expertise/technology until the construction is completed.  Economically viable production necessitates the setting up of large scale facilities which may raise ecological and social concerns.  Select the correct answer using the code given below : (a) 1 and 2 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3"
"UPSC_2017_GS1_Q23","2017","Social Justice","statement_correct","","medium","dynamic","medium","dynamic","","","","factual","","Nutrition Programs","National Nutrition Mission; Anaemia Reduction","","23.  Which of the following are the objectives of National Nutrition Mission ?  To create awareness relating to malnutrition among pregnant women and lactating mothers.  To reduce the incidence of anaemia among young children, adolescent girls and women.  To promote the consumption of millets, coarse cereals and unpolished rice.  To promote the consumption of poultry eggs.  Select the correct answer using the code given below : (a) 1 and 2 only (b) 1, 2 and 3 only (c) 1, 2 and 4 only (d) 3 and 4 only"
